9	200	0.577889444	0.999999993	0.589041092	17	2	10	0	5.055	6	0	0	0	0	0	0	4	400	97.66666667	25200	843300	345333.3333	3218.057143	5280.719412	4231.861486	3700	29500	16600	0	0	1	0	0	0	0	0	0.033333469	0.372682023	0.033333352	0.527306235	0.03334492	0.530555556	0.261111111	0.025	0.01	0.714285714	0.285714286	0.423333333	0.166666667	0.6	-0.525	-1	-0.05	0	0	0.5	0	2600
10	636	0.548489665	0.999999997	0.725888323	15	0	2	0	4.726415094	5	1	0	0	0	0	0	-1	0	-1	0	843300	291320	0	3914.917056	2971.213711	0	0	0	0	0	0	1	0	0	0	0	0.264381477	0.040015442	0.040057105	0.040241217	0.615304758	0.486210317	0.148015873	0.055031447	0.018867925	0.744680851	0.255319149	0.435285714	0.1	1	-0.373842593	-1	-0.1	0	0	0.5	0	1700
12	990	0.460743801	0.999999998	0.639534883	7	1	1	1	4.975757576	6	0	0	0	0	0	1	-1	516	154.8333333	5200	843300	281700	1134.016949	3484.09698	2284.27458	786	786	786	0	1	0	0	0	0	0	0	0.033333688	0.033333384	0.866663955	0.033333412	0.033335561	0.32274332	0.055686296	0.019191919	0.009090909	0.678571429	0.321428571	0.306267943	0.05	0.5	-0.226587302	-0.714285714	-0.1	0.1	-0.1	0.4	0.1	1100
9	446	0.54352941	0.999999997	0.630508472	15	1	1	0	5.17264574	7	0	0	0	0	0	1	-1	602	231.7142857	1900	843300	237985.7143	1054.6	6984.111111	2998.072636	1600	1600	1600	0	0	0	0	0	0	1	1	0.028637404	0.028593878	0.885431023	0.028571709	0.028765987	0.479666667	-0.111166667	0.013452915	0.020179372	0.4	0.6	0.255366162	0.033333333	0.5	-0.45	-1	-0.1	0.3875	-0.1	0.1125	0.1	878
9	409	0.550617283	0.999999996	0.738589209	9	4	3	1	4.643031785	10	1	0	0	0	0	0	-1	971	246.4	20800	843300	320910	3447.585836	8552.333333	4772.994058	1500	1500	1500	1	0	0	0	0	0	0	0	0.02013825	0.020046396	0.020034731	0.656042688	0.283737936	0.446697389	0.19226784	0.041564792	0.009779951	0.80952381	0.19047619	0.401782531	0.136363636	1	-0.15	-0.2	-0.1	0	0	0.5	0	2800
10	1127	0.497252747	0.999999998	0.715372906	16	6	11	0	4.581188997	8	0	0	0	0	1	0	4	331	109.8571429	0	843300	189300	0	3266.698581	2414.624061	2700	2700	2700	0	0	0	1	0	0	0	0	0.02501929	0.025527235	0.025060791	0.524289766	0.400102918	0.512121881	0.099174551	0.058562555	0.034605146	0.628571429	0.371428571	0.382165486	0.0625	1	-0.304878917	-0.7	-0.05	0	0	0.5	0	2400
7	393	0.56521739	0.999999996	0.744493389	9	6	1	1	4.51653944	8	0	0	0	0	1	0	-1	1000	302.75	4900	843300	150737.5	2326	4085.881356	3210.32791	1600	3400	2900	0	0	0	0	1	0	0	0	0.025085871	0.025004491	0.289618185	0.025000643	0.635290809	0.452523403	0.156420431	0.050890585	0.020356234	0.714285714	0.285714286	0.373214286	0.1	1	-0.161111111	-0.25	-0.1	0	0	0.5	0	8600
9	525	0.444660193	0.999999997	0.597972971	3	3	6	1	4.278095238	8	0	0	0	0	1	0	4	2400	574.7142857	0	843300	166762.5	0	3257.027003	2255.748731	1100	5600	3350	0	0	1	0	0	0	0	0	0.025007505	0.025137896	0.025002335	0.025002252	0.899850011	0.459360269	0.156664562	0.041904762	0.011428571	0.785714286	0.214285714	0.411625344	0.033333333	1	-0.188194444	-0.25	-0.125	0.454545455	0.136363636	0.045454545	0.136363636	4000
14	563	0.541218637	0.999999997	0.709580836	9	6	1	0	4.589698046	6	0	1	0	0	0	0	4	968	284.1666667	1800	843300	186266.6667	1029	3276.237768	2285.289621	846	846	846	0	0	0	0	0	1	0	1	0.200318557	0.317329169	0.415009672	0.034009093	0.033333509	0.374540404	0.162934343	0.030195382	0.005328597	0.85	0.15	0.335010186	0.033333333	0.8	-0.15	-0.2	-0.125	0	0	0.5	0	1800
14	893	0.451068616	0.999999998	0.644100579	6	6	1	0	4.737961926	7	0	0	0	0	1	0	-1	1100	238.4285714	4100	843300	333471.4286	2343.137255	4177.645833	3069.190857	2500	5200	3600	1	0	0	0	0	0	0	0	0.028605606	0.028572226	0.028578604	0.028571552	0.885672012	0.508649234	0.146977009	0.049272116	0.01343785	0.785714286	0.214285714	0.365365014	0.05	0.9	-0.227480159	-0.7	-0.071428571	0.477272727	0.318181818	0.022727273	0.318181818	1400
