10	134	0.624060146	0.999999989	0.69318181	10	3	4	0	4.365671642	10	0	0	0	0	0	0	-1	820	247.6	49000	843300	263150	3582.545966	11312	5497.509283	1400	1400	1400	0	1	0	0	0	0	0	0	0.020385396	0.331931638	0.020000788	0.606684048	0.020998131	0.664102564	0.130769231	0.074626866	0.029850746	0.714285714	0.285714286	0.375	0.1	0.5	-0.425	-0.6	-0.2	0	0	0.5	0	1200
10	242	0.631799161	0.999999993	0.794701981	3	2	3	0	4.309917355	7	0	1	0	0	0	0	-1	2000	408.5714286	2000	843300	237000	2000	5654.864865	3789.588562	1000	1500	1250	0	0	0	0	1	0	0	0	0.028571589	0.885586114	0.02857155	0.028699308	0.028571439	0.478060606	0.165106061	0.070247934	0.020661157	0.772727273	0.227272727	0.295989305	0.136363636	0.7	-0.140833333	-0.25	-0.05	0.677272727	0.418181818	0.177272727	0.418181818	2600
15	841	0.416666666	0.999999998	0.571120688	4	2	1	0	4.249702735	10	0	1	0	0	0	0	-1	821	268.6666667	0	843300	227042.1	0	4388.983221	2462.759988	2900	3900	3400	0	0	1	0	0	0	0	0	0.11877877	0.204200109	0.251432777	0.40539301	0.020195334	0.530240035	0.122604268	0.05469679	0.032104637	0.630136986	0.369863014	0.457475296	0.0625	1	-0.355864198	-1	-0.1	0.4	0.8	0.1	0.8	823
9	646	0.515576323	0.999999997	0.709424082	12	0	2	0	5.004643963	9	0	0	0	0	1	0	-1	1900	527.8571429	0	843300	268944.4444	0	3956.209581	2224.925795	0	0	0	1	0	0	0	0	0	0	0	0.02222627	0.022228689	0.247139099	0.022225291	0.686180651	0.485168241	0.249730667	0.041795666	0.012383901	0.771428571	0.228571429	0.441690717	0.1	1	-0.150520833	-0.3	-0.05	0	0	0.5	0	933
10	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	1	-1	482	195.4444444	2900	843300	151422.2222	1308.864865	4489.422222	2932.893262	0	0	0	0	0	1	0	0	0	0	0	0.022478605	0.022225078	0.910281362	0.0223634	0.022651555	0	0	0	0	0	0	0	0	0	0	0	0	0.433333333	-0.166666667	0.066666667	0.166666667	3100
18	406	0.587064675	0.999999996	0.751999997	2	1	1	0	4.780788177	4	0	0	0	0	0	1	-1	0	-1	0	843300	400650	0	3386.493489	1997.324118	862	862	862	1	0	0	0	0	0	0	0	0.050005517	0.050005877	0.799979005	0.05000367	0.050005932	0.503159341	-0.023122711	0.027093596	0.02955665	0.47826087	0.52173913	0.227922078	0.1	0.5	-0.242361111	-0.75	-0.05	0.477777778	-0.222222222	0.022222222	0.222222222	549
9	156	0.696774189	0.99999999	0.864583324	2	2	0	1	4.762820513	8	0	1	0	0	0	0	217	876	514.2857143	0	80400	37825	0	3202.685547	2016.375541	7400	7400	7400	0	0	0	0	1	0	0	0	0.025054336	0.724561625	0.025018854	0.200273116	0.02509207	0.545936639	0.086432507	0.051282051	0.012820513	0.8	0.2	0.256344697	0.125	0.6	-0.55	-0.8	-0.3	0.3	-0.5	0.2	0.5	719
12	288	0.601449273	0.999999994	0.746987947	5	3	0	1	4.371527778	5	0	0	1	0	0	0	-1	484	96.518	2600	843300	583420	1141.894737	5183.127303	3466.470059	1000	43000	22000	1	0	0	0	0	0	0	0	0.8399994	0.040000418	0.040000068	0.040000062	0.040000052	0.513771645	0.318779311	0.059027778	0.013888889	0.80952381	0.19047619	0.457639419	0.1	0.8	-0.09702381	-0.166666667	-0.025	0.95	0.8	0.45	0.8	1200
13	1049	0.502982107	0.999999998	0.693053311	11	7	1	26	4.493803623	7	0	1	0	0	0	0	-1	463	141.3333333	0	843300	244128.5714	0	3806.041353	2231.921712	821	1900	1211.5	1	0	0	0	0	0	0	0	0.028574973	0.276694865	0.02861374	0.637543773	0.028572648	0.455519053	-0.012497891	0.051477598	0.050524309	0.504672897	0.495327103	0.430560165	0.05	1	-0.437533693	-1	-0.05	0.5	0.5	0	0.5	3400
10	100	0.72727272	0.999999982	0.872727257	3	1	1	1	4.42	7	0	0	0	0	0	0	-1	820	265.4285714	1700	843300	305328.5714	1324.6	5938.752827	3691.773712	2500	2500	2500	0	0	0	0	0	1	0	1	0.02857198	0.404199323	0.028577373	0.224370551	0.314280772	0.563888889	0.057222222	0.12	0.06	0.666666667	0.333333333	0.384027778	0.1	0.8	-0.516666667	-1	-0.1	0.5	0.25	0	0.25	839
15	1391	0.387829912	0.999999999	0.59711286	13	13	6	1	4.380301941	9	0	0	0	0	1	0	-1	416	51.125	0	843300	354888.8889	0	3790.737064	2598.733361	746	1900	1309.3	0	0	1	0	0	0	0	0	0.02223744	0.022370085	0.02223425	0.022222628	0.910935596	0.478485437	0.145545257	0.050323508	0.020848311	0.707070707	0.292929293	0.369716914	0.033333333	1	-0.260967433	-0.8	-0.05	0.5	0.0625	0	0.0625	1700
11	7034	0.16589057	1	0.279126214	3	3	100	1	4.241825419	8	1	0	0	0	0	0	-1	712	196.5128571	0	843300	373900	0	7237.961083	4285.771186	4100	10800	7450	0	0	0	0	0	1	0	1	0.025443216	0.151035321	0.025002267	0.771845701	0.026673495	0.537561879	0.278287105	0.054023315	0.01094683	0.831509847	0.168490153	0.478395961	0.033333333	1	-0.388172542	-1	-0.05	0.6	0.475	0.1	0.475	2300
9	366	0.580821916	0.999999996	0.702479336	12	1	1	7	4.825136612	3	0	0	0	1	0	0	4	348	217.3333333	57600	617900	431133.3333	3325.993666	4027.536424	3639.099683	0	0	0	0	1	0	0	0	0	0	0	0.291200127	0.066675695	0.50815999	0.067289556	0.066674632	0.360214211	0.056138976	0.046448087	0.013661202	0.772727273	0.227272727	0.211942959	0.033333333	0.6	-0.28	-0.5	-0.1	0	0	0.5	0	1700
12	243	0.656903763	0.999999993	0.808510633	5	2	0	0	4.847736626	8	0	0	0	0	1	0	4	1400	274.625	1400	843300	169837.5	1400	5116.132075	3070.635556	8200	8200	8200	0	1	0	0	0	0	0	0	0.234791375	0.025277563	0.025056417	0.161126355	0.55374829	0.414583333	0.205505952	0.057613169	0.008230453	0.875	0.125	0.389795918	0.214285714	0.5	-0.2625	-0.4	-0.125	0.35	0.3	0.15	0.3	1500
7	262	0.579150577	0.999999994	0.746753242	3	0	0	1	4.614503817	10	1	0	0	0	0	0	4	4700	1207.333333	0	690400	149540	0	6850	3845.643504	0	0	0	0	1	0	0	0	0	0	0	0.020604894	0.020106596	0.268496559	0.020018793	0.670773159	0.37667298	0.011300505	0.022900763	0.030534351	0.428571429	0.571428571	0.253560606	0.136363636	0.4	-0.222569444	-0.6	-0.1	0	0	0.5	0	8900
10	853	0.431764705	0.999999998	0.606237816	12	0	1	0	5.101992966	6	0	0	1	0	0	0	-1	1100	426.3333333	6500	843300	377750	2743.75	6200	4023.149177	0	0	0	0	1	0	0	0	0	0	0	0.706049804	0.193942685	0.033338953	0.033334447	0.03333411	0.492512705	0.18051454	0.067995311	0.018757327	0.783783784	0.216216216	0.372396626	0.033333333	1	-0.303645833	-0.8	-0.025	0.95	0.75	0.45	0.75	2500
13	912	0.470520231	0.999999998	0.616438355	45	3	42	1	5.281798246	7	0	0	0	0	0	0	-1	829	247.0257143	7400	843300	504842.8571	3208.228571	7500.609868	4966.455995	5100	33600	19350	0	1	0	0	0	0	0	0	0.028571758	0.028583388	0.028571608	0.74299482	0.171278427	0.500205177	0.285929609	0.036184211	0.010964912	0.76744186	0.23255814	0.504407713	0.1	1	-0.277083333	-1	-0.05	0.875	-0.5	0.375	0.5	1200
10	135	0.814814809	0.999999989	0.922222212	7	0	0	0	4.725925926	10	0	0	0	0	0	0	217	1300	498.7	930	617900	153513	930	4839.569492	3169.919973	0	0	0	0	0	1	0	0	0	0	0	0.020022352	0.361195098	0.020007709	0.578769761	0.02000508	0.585674931	0.288050964	0.059259259	0.022222222	0.727272727	0.272727273	0.487215909	0.136363636	1	-0.173611111	-0.1875	-0.166666667	0.5	0.5	0	0.5	36200
8	400	0.509695289	0.999999996	0.537037035	19	2	10	0	4.9425	8	0	0	0	0	0	0	217	484	329.5714286	0	51900	20787.5	0	2679.140351	2008.455045	0	0	0	1	0	0	0	0	0	0	0	0.025522628	0.025148032	0.361576243	0.562750863	0.025002234	0.430845543	0.136935287	0.0175	0.0075	0.7	0.3	0.362244898	0.2	0.6	-0.289351852	-0.4	-0.155555556	0.5	0.136363636	0	0.136363636	423
